200000
139693.56,536056.09
621915.63,919432.78
471945.59,108433.5
550441.5,891029.1
620094.14,539039.09
982100.59,532725.58
437741.82,455483.03
758306.52,766779.9
623492.54,884404.01
324395.77,966716.16
760249.2,867459.45
645038.31,880666.75
379305.53,933652.7
944992.69,905759.99
452932.72,303486.75
266135.45,827169.57
279664.11,4084.77
673956.05,787530.25
435213.58,796761.14
381164.66,573591.66
237739.01,265552.49
818129.06,795965.73
97510.98,229376.51
522942.58,267144.07
985797.98,513249.64
124190.87,298114.05
562556.38,489716.24
842069.39,379570.53
599950.64,881390.98
44457.14,319979.61
591632.28,233293.72
177227.23,514793.78
75089.6,844500.75
793110.04,602313.8
741340.23,539721.83
180625.0,768362.02
989256.16,507916.54
739724.38,412026.9
348852.49,946587.68
351157.09,467257.95
970255.14,124311.62
278907.96,949964.0
587710.15,166444.84
341775.22,740504.35
4078.69,122100.87
673763.93,246127.45
17244.36,311471.74
706097.45,983908.5
269321.91,650768.26
280230.69,858578.1
241991.44,709841.53
595971.35,41351.51
89950.69,190378.27
245477.91,850848.49
950587.82,894068.12
627352.45,569063.88
449955.33,324512.06
768026.85,696442.77
539991.33,35829.62
98066.45,407432.04
653591.2,953034.61
353504.79,958292.68
135766.29,30078.53
517988.05,193637.65
683265.36,768502.17
236828.8,838113.14
520832.7,650398.84
498682.4,930184.14
152460.19,231650.32
452534.76,886233.2
461652.95,970761.52
148942.12,826915.76
351261.6,927718.6
910944.77,470670.45
770779.66,462201.28
191541.96,951167.16
81911.28,705580.63
185829.04,244424.03
501681.81,191390.21
883608.61,320665.81
911750.95,915112.26
162564.13,549798.01
361727.06,803681.11
619410.52,39308.37
621480.67,54628.66
991571.46,912503.58
699356.07,456921.4
115820.05,971982.51
946494.29,684981.09
715244.38,725087.09
29801.34,928626.97
480517.24,782673.91
530516.92,547227.19
443766.81,230310.0
74101.18,950284.65
609336.97,63156.8
434560.84,703700.94
141835.16,601769.8
623396.49,4154.22
179754.03,327243.4
865981.52,742400.29
273842.0,549638.14
587329.27,623941.16
161714.25,531657.06
930610.31,405847.37
907359.66,990616.6
590544.95,53204.26
138888.25,262041.56
866202.47,983466.51
599237.23,746901.32
429955.66,10380.89
749841.46,310405.5
484789.68,694937.03
763785.19,437093.99
573978.28,851905.48
899092.84,915666.31
670484.55,599328.34
51140.13,857081.95
870127.93,617551.95
888927.33,832800.72
199920.38,549806.76
8137.74,837349.47
301281.75,300837.22
364127.19,953234.96
664203.55,521018.58
36846.69,879245.77
279995.49,172534.98
199727.95,683437.24
653887.45,523631.42
678839.16,260419.69
72954.49,874160.43
605559.47,396159.02
710764.39,893421.72
305105.34,211468.68
942266.08,19237.67
375687.35,419256.55
420451.62,901938.94
157626.8,500353.35
883843.72,103697.17
532917.15,325799.96
765628.86,757379.81
647639.25,186099.99
194147.74,818329.85
422838.01,226783.12
889049.05,638578.53
272218.21,847265.01
152031.73,508738.14
896797.52,82088.92
174855.46,401817.68
695147.66,936522.37
486789.32,941671.78
167938.75,135009.93
373018.4,509975.16
211172.72,378844.12
765632.58,692069.33
768289.24,758154.28
258153.69,826897.42
715516.35,583199.07
955305.9,884314.33
131112.95,452435.48
60838.16,616806.98
787957.27,702184.02
22728.0,955266.05
178388.9,682798.41
189578.35,263999.08
894873.21,853556.08
573239.34,980611.5
890090.88,425787.92
340436.74,86931.06
312189.98,108133.93
994797.81,314645.29
645497.3,395202.2
411764.8,975384.5
632080.68,299064.63
344543.79,78954.17
649983.22,715542.66
920647.72,32722.85
94213.99,649613.83
64296.56,355361.68
168040.8,70507.97
711592.82,128710.35
475299.3,742352.37
456016.58,687238.26
332632.2,845648.28
778535.89,161730.37
250653.6,536196.87
789210.51,772031.1
381197.42,444957.13
825894.46,425618.98
542415.14,890800.04
277377.37,76668.99
758301.64,103145.29
56921.4,12392.71
997391.34,151787.25
31465.4,998733.82
812989.38,524925.89
376357.62,86507.82
502480.66,5305.01
803616.92,460677.34
528024.24,218895.51
440491.86,298530.31
779903.96,887732.13
759474.75,281001.35
37366.26,375390.42
227535.0,745106.72
314283.21,902590.75
